filename,kWeight,gap,runtime(ms),size,optimal?
w_rnd_graph_500_40_2.txt,0.5,0.56,108000.01,11,FALSE
w_rnd_graph_500_40_2.txt,0.75,0.55,108000.01,14,FALSE
w_rnd_graph_500_40_2.txt,1,0.58,108000.01,18,FALSE
w_rnd_graph_500_40_3.txt,0.1,0.50,108000.02,8,FALSE
w_rnd_graph_500_40_3.txt,0.25,0.57,108000.02,9,FALSE
w_rnd_graph_500_40_3.txt,0.5,0.56,108000.03,11,FALSE
w_rnd_graph_500_40_3.txt,0.75,0.50,108000.01,15,FALSE
w_rnd_graph_500_40_3.txt,1,0.58,108000.0,17,FALSE
w_rnd_graph_500_40_4.txt,0.1,0.57,108000.06,7,FALSE
w_rnd_graph_500_40_4.txt,0.25,0.63,108000.05,8,FALSE
w_rnd_graph_500_40_4.txt,0.5,0.56,108000.0,9,FALSE
w_rnd_graph_500_40_4.txt,0.75,0.55,108000.0,11,FALSE
w_rnd_graph_500_40_4.txt,1,0.58,108000.01,13,FALSE
w_rnd_graph_500_50_2.txt,0.1,0.40,108000.01,6,FALSE
w_rnd_graph_500_50_2.txt,0.25,0.50,108000.02,8,FALSE
w_rnd_graph_500_50_2.txt,0.5,0.43,108000.01,9,FALSE
w_rnd_graph_500_50_2.txt,0.75,0.56,108000.01,11,FALSE
w_rnd_graph_500_50_2.txt,1,0.56,108000.01,12,FALSE
w_rnd_graph_500_50_3.txt,0.1,0.40,108000.01,6,FALSE
w_rnd_graph_500_50_3.txt,0.25,0.50,108000.01,7,FALSE
w_rnd_graph_500_50_3.txt,0.5,0.57,108000.02,8,FALSE
w_rnd_graph_500_50_3.txt,0.75,0.50,108000.01,8,FALSE
w_rnd_graph_500_50_3.txt,1,0.60,108000.01,10,FALSE
w_rnd_graph_500_50_4.txt,0.1,0.40,108000.04,5,FALSE
w_rnd_graph_500_50_4.txt,0.25,0.50,108000.2,7,FALSE
w_rnd_graph_500_50_4.txt,0.5,0.57,108000.02,9,FALSE
w_rnd_graph_500_50_4.txt,0.75,0.50,108000.01,10,FALSE
w_rnd_graph_500_50_4.txt,1,0.60,108000.01,10,FALSE
