graph;K;solution;size;gap;runtime(s);optimal?
w_lit_graph_300_40_1.txt;0.25;[23, 113, 135, 183, 211, 216];6;0.0;748.54;True
w_lit_graph_300_40_1.txt;0.5;[103, 166, 177, 183, 194, 251, 260, 267];8;0.375;900.07;False
w_lit_graph_300_40_1.txt;0.75;[6, 19, 82, 133, 135, 164, 177, 180, 227];9;0.3333333333333333;900.06;False
w_lit_graph_300_40_1.txt;1;[43, 53, 58, 103, 130, 133, 202, 241, 247, 248, 260];11;0.36363636363636365;900.06;False
w_lit_graph_100_30_2.txt;0.1;[2, 32, 45, 67, 72];5;0.0;0.52;True
w_lit_graph_100_30_2.txt;0.25;[2, 7, 11, 45, 67, 85];6;0.0;0.56;True
w_lit_graph_100_30_2.txt;0.5;[2, 7, 9, 45, 49, 56, 74];7;0.0;0.71;True
w_lit_graph_100_30_2.txt;0.75;[2, 6, 7, 35, 45, 69, 74, 86];8;0.0;0.34;True
w_lit_graph_100_30_2.txt;1;[2, 3, 7, 11, 17, 37, 45, 50, 56, 64];10;0.0;10.16;True
w_lit_graph_300_30_2.txt;0.1;[6, 50, 109, 110, 179, 263, 287];7;0.0;430.91;True
w_lit_graph_300_30_2.txt;0.25;[15, 58, 130, 211, 245, 263, 279, 297];8;0.25;900.01;False
w_lit_graph_300_30_2.txt;0.5;[6, 14, 22, 31, 50, 123, 187, 211, 257, 293];10;0.3;900.04;False
w_lit_graph_300_30_2.txt;0.75;[6, 34, 36, 57, 80, 109, 155, 164, 194, 211, 287];11;0.2727272727272727;900.03;False
w_lit_graph_300_30_2.txt;1;[6, 29, 33, 34, 50, 57, 90, 125, 135, 186, 245, 263, 287];13;0.3076923076923077;900.05;False
w_lit_graph_100_40_1.txt;0.1;[4, 9, 24, 73, 88];5;0.0;0.45;True
w_lit_graph_100_40_1.txt;0.25;[28, 33, 36, 41, 45];5;0.0;0.22;True
w_lit_graph_100_40_1.txt;0.5;[40, 41, 63, 66, 81, 89];6;0.0;0.78;True
w_lit_graph_100_40_1.txt;0.75;[27, 41, 58, 69, 80, 81, 95];7;0.0;4.3;True
w_lit_graph_100_40_1.txt;1;[18, 35, 55, 66, 80, 81, 85, 90];8;0.0;7.97;True
w_lit_graph_300_40_4.txt;0.1;[35, 39, 48, 56, 132, 214];6;0.16666666666666666;900.07;False
w_lit_graph_300_40_4.txt;0.25;[21, 71, 130, 132, 289, 295];6;0.0;260.6;True
w_lit_graph_300_40_4.txt;0.5;[9, 21, 31, 50, 63, 117, 258, 292];8;0.25;900.03;False
w_lit_graph_300_40_4.txt;0.75;[21, 31, 154, 162, 182, 233, 236, 273, 289];9;0.3333333333333333;900.09;False
w_lit_graph_300_40_4.txt;1;[2, 21, 31, 53, 114, 154, 162, 241, 258, 289];10;0.3;900.01;False
w_lit_graph_200_40_3.txt;0.1;[7, 43, 65, 187, 195];5;0.0;11.18;True
w_lit_graph_200_40_3.txt;0.25;[12, 20, 23, 67, 68, 108];6;0.0;44.92;True
w_lit_graph_200_40_3.txt;0.5;[7, 12, 32, 61, 64, 66, 149];7;0.0;391.46;True
w_lit_graph_200_40_3.txt;0.75;[7, 12, 35, 68, 98, 114, 131, 135];8;0.0;728.01;True
w_lit_graph_200_40_3.txt;1;[6, 12, 32, 68, 126, 135, 148, 193, 194];9;0.1111111111111111;900.15;False
w_lit_graph_400_20_3.txt;0.1;[50, 70, 88, 94, 156, 165, 262, 278, 280, 302, 378];11;0.36363636363636365;900.06;False
