filename,numVertices,numEdges,kWeight,maxIterations,removeVerticesPercentage,wheelIterations,runtime(ms),size
w_rnd_graph_1000_20_1.txt,1000,100400,0.1,160,0.2,32,4204,14
w_rnd_graph_1000_20_1.txt,1000,100400,0.25,160,0.2,32,6133,16
w_rnd_graph_1000_20_1.txt,1000,100400,0.5,160,0.2,32,5404,19
w_rnd_graph_1000_20_1.txt,1000,100400,0.75,160,0.2,32,6665,23
w_rnd_graph_1000_20_1.txt,1000,100400,1.0,160,0.2,32,12919,28
w_rnd_graph_1000_20_2.txt,1000,100400,0.1,160,0.2,32,4243,14
w_rnd_graph_1000_20_2.txt,1000,100400,0.25,160,0.2,32,5635,16
w_rnd_graph_1000_20_2.txt,1000,100400,0.5,160,0.2,32,5173,18
w_rnd_graph_1000_20_2.txt,1000,100400,0.75,160,0.2,32,8694,23
w_rnd_graph_1000_20_2.txt,1000,100400,1.0,160,0.2,32,19467,28
w_rnd_graph_1000_20_3.txt,1000,100400,0.1,160,0.2,32,4154,14
w_rnd_graph_1000_20_3.txt,1000,100400,0.25,160,0.2,32,4995,16
w_rnd_graph_1000_20_3.txt,1000,100400,0.5,160,0.2,32,5611,18
w_rnd_graph_1000_20_3.txt,1000,100400,0.75,160,0.2,32,9498,24
w_rnd_graph_1000_20_3.txt,1000,100400,1.0,160,0.2,32,12246,28
w_rnd_graph_1000_20_4.txt,1000,100400,0.1,160,0.2,32,3516,14
w_rnd_graph_1000_20_4.txt,1000,100400,0.25,160,0.2,32,5790,15
w_rnd_graph_1000_20_4.txt,1000,100400,0.5,160,0.2,32,5839,19
w_rnd_graph_1000_20_4.txt,1000,100400,0.75,160,0.2,32,8517,23
w_rnd_graph_1000_20_4.txt,1000,100400,1.0,160,0.2,32,11255,29
w_rnd_graph_1000_30_1.txt,1000,150350,0.1,160,0.2,32,3920,10
w_rnd_graph_1000_30_1.txt,1000,150350,0.25,160,0.2,32,3943,11
w_rnd_graph_1000_30_1.txt,1000,150350,0.5,160,0.2,32,4944,13
