filename;numVertices;numEdges;kWeight;maxIterations;removeVerticesPercentage;wheelIterations;runtime(ms);size;solution
subset/MOD_w_rnd_graph_2000_20_1.txt;2000;400800;1.0;160;0.2;32;93908;31;[387, 1673, 1867, 268, 461, 719, 1361, 595, 1940, 1364, 1813, 1173, 856, 410, 1820, 992, 161, 1890, 291, 227, 1571, 1381, 808, 1192, 1578, 1773, 1519, 1074, 1458, 1911, 59]
subset/MOD_w_rnd_graph_2000_30_1.txt;2000;600700;0.1;160;0.2;32;13945;11;[656, 595, 789, 1543, 424, 921, 492, 733, 1917, 1054, 1743]
subset/MOD_w_rnd_graph_2000_30_1.txt;2000;600700;0.25;160;0.2;32;25900;15;[864, 1671, 936, 297, 1578, 1995, 492, 1005, 1844, 1909, 249, 153, 1178, 122, 1691]
subset/MOD_w_rnd_graph_2000_30_1.txt;2000;600700;0.5;160;0.2;32;20970;17;[1409, 449, 935, 1673, 491, 1291, 1708, 335, 1551, 1872, 1968, 1714, 1971, 1940, 1396, 1750, 504]
subset/MOD_w_rnd_graph_2000_30_1.txt;2000;600700;0.75;160;0.2;32;27031;19;[640, 1409, 515, 1540, 903, 1933, 1550, 335, 1489, 561, 1362, 915, 1396, 1750, 1367, 249, 1019, 1725, 1183]
subset/MOD_w_rnd_graph_2000_30_1.txt;2000;600700;1.0;160;0.2;32;40244;21;[1472, 1409, 1089, 1730, 452, 1989, 903, 1991, 1736, 1000, 492, 941, 237, 462, 303, 175, 495, 595, 249, 153, 1469]
subset/MOD_w_rnd_graph_500_40_1.txt;500;50150;0.1;160;0.2;32;482;7;[195, 4, 245, 56, 155, 125, 495]
subset/MOD_w_rnd_graph_500_40_1.txt;500;50150;0.25;160;0.2;32;541;8;[195, 468, 245, 390, 152, 458, 266, 155]
subset/MOD_w_rnd_graph_500_40_1.txt;500;50150;0.5;160;0.2;32;1110;10;[352, 307, 308, 468, 86, 392, 473, 186, 77, 382]
subset/MOD_w_rnd_graph_500_40_1.txt;500;50150;0.75;160;0.2;32;1008;11;[307, 387, 468, 325, 437, 86, 278, 455, 297, 414, 63]
subset/MOD_w_rnd_graph_500_40_1.txt;500;50150;1.0;160;0.2;32;180335;12;[195, 102, 294, 458, 138, 331, 496, 245, 152, 474, 347, 253]
subset/MOD_w_rnd_graph_4000_40_1.txt;4000;3201200;0.1;160;0.2;32;57478;10;[2640, 3649, 2964, 1541, 374, 1158, 3834, 346, 3978, 3310]
subset/MOD_w_rnd_graph_4000_40_1.txt;4000;3201200;0.25;160;0.2;32;85598;12;[3077, 3013, 1573, 3208, 2025, 2897, 884, 2452, 3927, 2941, 542, 2014]
subset/MOD_w_rnd_graph_4000_40_1.txt;4000;3201200;0.5;160;0.2;32;140257;15;[1697, 65, 3140, 2025, 2345, 3849, 1549, 3502, 2255, 1589, 3253, 599, 3705, 3998, 2303]
subset/MOD_w_rnd_graph_4000_40_1.txt;4000;3201200;0.75;160;0.2;32;129504;16;[224, 2754, 1891, 2501, 2025, 3913, 3502, 1966, 2610, 3571, 179, 347, 3868, 3006, 3358, 3807]
subset/MOD_w_rnd_graph_4000_40_1.txt;4000;3201200;1.0;160;0.2;32;146701;19;[1792, 3940, 2983, 1897, 3657, 458, 2186, 3434, 1195, 112, 3186, 1524, 3956, 3989, 885, 438, 3161, 3995, 668]
subset/MOD_w_rnd_graph_1000_40_1.txt;1000;200300;0.1;160;0.2;32;2320;8;[642, 631, 551, 760, 315, 972, 606, 783]
subset/MOD_w_rnd_graph_1000_40_1.txt;1000;200300;0.25;160;0.2;32;3218;10;[960, 801, 225, 210, 739, 995, 344, 43, 940, 783]
subset/MOD_w_rnd_graph_1000_40_1.txt;1000;200300;0.5;160;0.2;32;3216;11;[210, 306, 213, 374, 649, 683, 508, 988, 605, 190, 367]
subset/MOD_w_rnd_graph_1000_40_1.txt;1000;200300;0.75;160;0.2;32;3628;13;[928, 708, 679, 683, 715, 236, 849, 658, 979, 820, 315, 636, 637]
subset/MOD_w_rnd_graph_1000_40_1.txt;1000;200300;1.0;160;0.2;32;4795;15;[385, 194, 963, 548, 774, 649, 683, 747, 783, 694, 88, 505, 697, 988, 159]
subset/MOD_w_rnd_graph_1000_20_1.txt;1000;100400;0.1;160;0.2;32;3563;14;[521, 41, 234, 938, 460, 783, 338, 886, 729, 988, 30, 830, 351, 159]
subset/MOD_w_rnd_graph_1000_20_1.txt;1000;100400;0.25;160;0.2;32;5186;18;[770, 261, 903, 104, 521, 268, 589, 531, 947, 340, 917, 23, 408, 538, 859, 189, 894, 287]
subset/MOD_w_rnd_graph_1000_20_1.txt;1000;100400;0.5;160;0.2;32;6922;22;[961, 419, 771, 421, 935, 199, 104, 649, 714, 971, 973, 782, 559, 80, 48, 626, 243, 213, 695, 350, 671, 927]
subset/MOD_w_rnd_graph_1000_20_1.txt;1000;100400;0.75;160;0.2;32;7976;24;[130, 962, 968, 912, 529, 852, 724, 982, 280, 156, 286, 478, 926, 671, 419, 677, 620, 559, 751, 627, 819, 243, 437, 318]
subset/MOD_w_rnd_graph_1000_20_1.txt;1000;100400;1.0;160;0.2;32;14219;27;[128, 323, 139, 141, 975, 402, 723, 660, 213, 983, 729, 731, 286, 990, 927, 677, 550, 494, 372, 820, 117, 886, 758, 950, 122, 381, 255]
subset/MOD_w_rnd_graph_500_20_1.txt;500;25200;0.1;160;0.2;32;759;11;[16, 162, 66, 452, 405, 53, 373, 391, 188, 269, 175]
subset/MOD_w_rnd_graph_500_20_1.txt;500;25200;0.25;160;0.2;32;1520;15;[1, 162, 35, 37, 358, 12, 79, 432, 498, 116, 23, 439, 24, 378, 28]
subset/MOD_w_rnd_graph_500_20_1.txt;500;25200;0.5;160;0.2;32;1761;18;[224, 482, 323, 5, 358, 391, 264, 202, 363, 110, 79, 15, 498, 372, 376, 378, 155, 414]
subset/MOD_w_rnd_graph_500_20_1.txt;500;25200;0.75;160;0.2;32;2069;21;[1, 66, 323, 295, 104, 491, 75, 301, 429, 270, 495, 80, 17, 180, 372, 405, 310, 23, 378, 187, 383]
subset/MOD_w_rnd_graph_500_20_1.txt;500;25200;1.0;160;0.2;32;3741;24;[1, 66, 388, 336, 208, 465, 467, 19, 468, 85, 348, 162, 36, 166, 486, 230, 106, 362, 427, 45, 46, 110, 378, 446]
subset/MOD_w_rnd_graph_2000_50_1.txt;2000;1000500;0.1;160;0.2;32;9794;7;[1940, 1526, 438, 1977, 778, 1179, 588]
subset/MOD_w_rnd_graph_2000_50_1.txt;2000;1000500;0.25;160;0.2;32;11998;9;[1472, 1603, 649, 955, 508, 925, 1950, 255, 607]
subset/MOD_w_rnd_graph_2000_50_1.txt;2000;1000500;0.5;160;0.2;32;14367;10;[162, 132, 1365, 1318, 1942, 955, 843, 508, 252, 431]
subset/MOD_w_rnd_graph_2000_50_1.txt;2000;1000500;0.75;160;0.2;32;22537;12;[1217, 4, 805, 1766, 1579, 275, 949, 1784, 1912, 955, 508, 381]
subset/MOD_w_rnd_graph_2000_50_1.txt;2000;1000500;1.0;160;0.2;32;20237;13;[1697, 354, 355, 1636, 1828, 1321, 937, 1490, 1811, 1527, 1211, 1915, 572]
subset/MOD_w_rnd_graph_3000_30_1.txt;3000;1351050;0.1;160;0.2;32;32660;12;[1024, 2209, 1635, 2121, 2633, 2954, 235, 1136, 2161, 275, 1305, 2494]
subset/MOD_w_rnd_graph_3000_30_1.txt;3000;1351050;0.25;160;0.2;32;39411;15;[513, 2532, 2340, 261, 1670, 2953, 2255, 1008, 2160, 2001, 1620, 916, 2742, 409, 2814]
subset/MOD_w_rnd_graph_3000_30_1.txt;3000;1351050;0.5;160;0.2;32;66441;18;[480, 801, 2370, 228, 549, 2890, 1610, 2858, 619, 2347, 2862, 2511, 528, 1330, 1435, 2076, 2589, 31]
subset/MOD_w_rnd_graph_3000_30_1.txt;3000;1351050;0.75;160;0.2;32;61013;20;[2753, 2914, 131, 742, 1638, 2439, 1160, 1193, 2665, 137, 619, 1291, 2511, 2867, 597, 1817, 1787, 700, 540, 318]
subset/MOD_w_rnd_graph_3000_30_1.txt;3000;1351050;1.0;160;0.2;32;103144;23;[2370, 227, 2532, 260, 2917, 2662, 1256, 2824, 2441, 1193, 237, 366, 1166, 2511, 656, 1457, 1300, 308, 2996, 1272, 1528, 2587, 1086]
subset/MOD_w_rnd_graph_2000_40_1.txt;2000;800600;0.1;160;0.2;32;8884;9;[1424, 1969, 1924, 1974, 1448, 1992, 170, 572, 543]
subset/MOD_w_rnd_graph_2000_40_1.txt;2000;800600;0.25;160;0.2;32;16882;11;[624, 737, 166, 678, 1448, 1336, 1980, 349, 1757, 1997, 543]
subset/MOD_w_rnd_graph_2000_40_1.txt;2000;800600;0.5;160;0.2;32;16763;12;[322, 1350, 1448, 1320, 687, 943, 656, 1270, 1814, 667, 1980, 349]
subset/MOD_w_rnd_graph_2000_40_1.txt;2000;800600;0.75;160;0.2;32;28141;15;[192, 737, 99, 1448, 779, 12, 1969, 1492, 276, 533, 1366, 1980, 349, 1565, 1471]
subset/MOD_w_rnd_graph_2000_40_1.txt;2000;800600;1.0;160;0.2;32;33347;17;[224, 707, 1190, 902, 1384, 650, 1517, 1997, 1871, 1807, 1553, 817, 947, 83, 56, 251, 572]
subset/MOD_w_rnd_graph_3000_40_1.txt;3000;1800900;0.1;160;0.2;32;17647;9;[96, 1667, 2805, 1526, 2326, 536, 1723, 2923, 2316]
subset/MOD_w_rnd_graph_3000_40_1.txt;3000;1800900;0.25;160;0.2;32;43347;12;[35, 771, 1032, 1870, 2990, 2288, 531, 1651, 24, 2265, 1754, 188]
subset/MOD_w_rnd_graph_3000_40_1.txt;3000;1800900;0.5;160;0.2;32;53219;14;[96, 898, 1699, 2382, 1998, 2832, 1110, 2807, 1018, 122, 1274, 2939, 1181, 2398]
subset/MOD_w_rnd_graph_3000_40_1.txt;3000;1800900;0.75;160;0.2;32;57781;15;[448, 1984, 1288, 2697, 1484, 1391, 2288, 2192, 2992, 1233, 2168, 537, 475, 606, 1759]
subset/MOD_w_rnd_graph_3000_40_1.txt;3000;1800900;1.0;160;0.2;32;74103;18;[2788, 2564, 2470, 294, 2919, 2474, 1259, 1772, 1775, 2416, 2833, 405, 1112, 2905, 2937, 2425, 1723, 475]
subset/MOD_w_rnd_graph_1000_30_1.txt;1000;150350;0.1;160;0.2;32;3699;10;[578, 994, 980, 87, 183, 328, 346, 554, 44, 349]
subset/MOD_w_rnd_graph_1000_30_1.txt;1000;150350;0.25;160;0.2;32;5455;13;[960, 289, 929, 994, 811, 652, 460, 591, 658, 597, 758, 859, 508]
subset/MOD_w_rnd_graph_1000_30_1.txt;1000;150350;0.5;160;0.2;32;5743;15;[865, 549, 453, 777, 748, 497, 721, 499, 950, 409, 442, 987, 220, 508, 957]
subset/MOD_w_rnd_graph_1000_30_1.txt;1000;150350;0.75;160;0.2;32;6429;16;[224, 833, 867, 100, 741, 583, 777, 651, 242, 658, 758, 342, 859, 507, 508, 799]
subset/MOD_w_rnd_graph_1000_30_1.txt;1000;150350;1.0;160;0.2;32;7267;19;[418, 259, 582, 872, 169, 457, 841, 11, 461, 110, 112, 851, 660, 534, 790, 504, 155, 348, 63]
subset/MOD_w_rnd_graph_3000_20_1.txt;3000;901200;0.1;160;0.2;32;46267;17;[1472, 2534, 2921, 105, 2219, 558, 1519, 144, 564, 85, 2906, 603, 123, 316, 1276, 1885, 1503]
subset/MOD_w_rnd_graph_3000_20_1.txt;3000;901200;0.25;160;0.2;32;60564;22;[2049, 2499, 36, 1541, 2759, 1928, 1704, 2219, 77, 973, 1294, 2675, 1779, 1526, 2070, 1270, 599, 2904, 2777, 2906, 2970, 671]
subset/MOD_w_rnd_graph_3000_20_1.txt;3000;901200;0.5;160;0.2;32;83511;26;[2560, 2688, 2881, 900, 2693, 2822, 77, 2127, 2961, 1556, 2325, 2775, 601, 1371, 1244, 476, 163, 740, 2921, 1770, 362, 2477, 177, 2108, 1023, 1791]
subset/MOD_w_rnd_graph_3000_20_1.txt;3000;901200;0.75;160;0.2;32;103871;28;[2885, 2504, 2249, 2059, 205, 2445, 529, 2516, 86, 1624, 2777, 1371, 605, 990, 2143, 993, 2724, 553, 110, 2351, 2543, 1779, 1911, 1529, 1337, 1081, 1405, 1023]
subset/MOD_w_rnd_graph_3000_20_1.txt;3000;901200;1.0;160;0.2;32;145438;33;[1024, 1986, 2756, 1222, 2183, 77, 526, 206, 2959, 15, 1681, 1233, 851, 469, 535, 729, 1242, 1887, 2790, 2856, 2536, 1704, 2921, 624, 2033, 627, 2996, 2485, 438, 952, 185, 2044, 1085]
subset/MOD_w_rnd_graph_4000_30_1.txt;4000;2401400;0.1;160;0.2;32;73378;12;[3104, 3458, 967, 1961, 780, 2093, 1455, 3696, 3281, 2867, 2166, 2110]
subset/MOD_w_rnd_graph_4000_30_1.txt;4000;2401400;0.25;160;0.2;32;113344;16;[1442, 772, 837, 2853, 3909, 839, 200, 2443, 3435, 1584, 3953, 178, 2164, 3606, 2616, 668]
subset/MOD_w_rnd_graph_4000_30_1.txt;4000;2401400;0.5;160;0.2;32;109212;19;[2307, 772, 1575, 3656, 2761, 106, 3373, 174, 1524, 886, 152, 3128, 2777, 1594, 2843, 2045, 1725, 765, 127]
subset/MOD_w_rnd_graph_4000_30_1.txt;4000;2401400;0.75;160;0.2;32;168258;21;[772, 1348, 2119, 359, 3943, 1864, 1480, 3273, 106, 1258, 2094, 2805, 886, 2777, 3289, 858, 2106, 1532, 3964, 2045, 2046]
subset/MOD_w_rnd_graph_4000_30_1.txt;4000;2401400;1.0;160;0.2;32;176269;24;[642, 3906, 707, 965, 901, 454, 647, 3273, 1232, 402, 2643, 3545, 1692, 2973, 158, 3166, 3551, 160, 3557, 678, 3818, 3953, 764, 2749]
subset/MOD_w_rnd_graph_500_50_1.txt;500;62625;0.1;160;0.2;32;485;5;[321, 162, 276, 269, 479]
subset/MOD_w_rnd_graph_500_50_1.txt;500;62625;0.25;160;0.2;32;619;7;[192, 178, 147, 439, 477, 94, 351]
subset/MOD_w_rnd_graph_500_50_1.txt;500;62625;0.5;160;0.2;32;666;8;[288, 260, 439, 376, 493, 94, 47, 383]
subset/MOD_w_rnd_graph_500_50_1.txt;500;62625;0.75;160;0.2;32;649;9;[240, 372, 373, 439, 151, 377, 109, 381, 445]
subset/MOD_w_rnd_graph_500_50_1.txt;500;62625;1.0;160;0.2;32;1205;11;[229, 359, 456, 377, 105, 219, 222, 62, 462, 30, 399]
