filename;numVertices;numEdges;kWeight;maxIterations;removeVerticesPercentage;rxrOF;rxrTime;rxeOF;rxeTime;rxcoOF;rxcoTime;rxcmOF;rxcmTime;exrOF;exrTime;exeOF;exeTime;excoOF;excoTime;excmOF;excmTime;coxrOF;coxrTime;coxeOF;coxeTime;coxcoOF;coxcoTime;coxcmOF;coxcmTime;cmxrOF;cmxrTime;cmxeOF;cmxeTime;cmxcoOF;cmxcoTime;cmxcmOF;cmxcmTime
subset/MOD_w_rnd_graph_3000_20_1.txt;3000;901200;0.5;64;0.2;36.0;0.347;36.0;0.185;34.0;0.189;35.0;8.311;37.0;2.023;37.0;0.679;36.0;1.024;29.0;113.489;36.0;2.409;36.0;1.02;38.0;0.87;31.0;180.422;38.0;8.928;36.0;7.6;35.0;7.161;36.0;35.06
subset/MOD_w_rnd_graph_3000_20_1.txt;3000;901200;0.75;64;0.2;43.0;0.372;41.0;0.239;40.0;0.293;41.0;15.344;41.0;2.122;41.0;0.979;39.0;1.144;35.0;182.381;42.0;2.757;41.0;1.325;42.0;1.404;33.0;180.004;41.0;8.716;40.0;8.229;41.0;7.819;41.0;37.367
subset/MOD_w_rnd_graph_3000_20_1.txt;3000;901200;1.0;64;0.2;47.0;0.386;44.0;0.296;43.0;0.303;44.0;6.839;47.0;2.803;47.0;1.174;47.0;2.134;37.0;180.027;43.0;2.738;47.0;1.408;45.0;1.721;35.0;180.548;43.0;9.596;46.0;9.87;47.0;10.566;44.0;39.354
subset/MOD_w_rnd_graph_4000_30_1.txt;4000;2401400;0.1;64;0.2;17.0;0.04;17.0;0.055;18.0;0.079;19.0;5.141;18.0;0.858;19.0;0.408;18.0;0.633;15.0;102.981;18.0;0.936;17.0;0.736;17.0;0.41;16.0;124.078;19.0;8.67;18.0;6.639;16.0;6.065;17.0;58.03
subset/MOD_w_rnd_graph_4000_30_1.txt;4000;2401400;0.25;64;0.2;22.0;0.12;23.0;0.097;21.0;0.114;22.0;8.822;23.0;1.028;22.0;0.504;22.0;0.952;20.0;182.505;21.0;1.443;22.0;0.731;22.0;1.092;19.0;129.534;22.0;8.979;23.0;8.417;23.0;8.214;22.0;61.613
subset/MOD_w_rnd_graph_4000_30_1.txt;4000;2401400;0.5;64;0.2;27.0;0.176;26.0;0.093;26.0;0.147;26.0;11.699;26.0;1.44;26.0;0.84;27.0;0.727;22.0;189.792;27.0;1.494;26.0;0.999;25.0;1.117;22.0;161.323;25.0;10.147;25.0;9.345;25.0;9.554;26.0;65.839
subset/MOD_w_rnd_graph_4000_30_1.txt;4000;2401400;0.75;64;0.2;32.0;0.33;29.0;0.168;29.0;0.169;27.0;21.894;30.0;1.948;30.0;0.826;28.0;1.071;26.0;181.37;30.0;2.336;30.0;1.038;28.0;1.323;24.0;185.657;29.0;13.869;29.0;12.647;28.0;12.376;29.0;79.833
subset/MOD_w_rnd_graph_4000_30_1.txt;4000;2401400;1.0;64;0.2;31.0;0.261;30.0;0.235;30.0;0.335;33.0;12.17;32.0;2.053;31.0;1.42;30.0;1.266;27.0;185.697;33.0;2.212;31.0;1.813;31.0;1.489;27.0;181.589;31.0;13.519;32.0;13.369;31.0;13.236;31.0;72.231
subset/MOD_w_rnd_graph_500_50_1.txt;500;62625;0.1;64;0.2;8.0;0.004;8.0;0.003;8.0;0.001;7.0;0.036;7.0;0.026;6.0;0.017;8.0;0.013;7.0;0.487;7.0;0.025;8.0;0.01;7.0;0.008;8.0;0.501;8.0;0.05;8.0;0.043;7.0;0.037;8.0;0.746
subset/MOD_w_rnd_graph_500_50_1.txt;500;62625;0.25;64;0.2;9.0;0.004;8.0;0.004;9.0;0.002;10.0;0.127;9.0;0.031;10.0;0.019;10.0;0.014;9.0;0.514;9.0;0.033;9.0;0.014;9.0;0.009;9.0;0.496;10.0;0.076;9.0;0.054;9.0;0.048;9.0;0.8
subset/MOD_w_rnd_graph_500_50_1.txt;500;62625;0.5;64;0.2;11.0;0.004;11.0;0.003;11.0;0.002;12.0;0.189;11.0;0.047;11.0;0.022;12.0;0.024;10.0;1.482;10.0;0.058;11.0;0.016;10.0;0.032;11.0;1.238;11.0;0.084;10.0;0.069;12.0;0.069;11.0;0.856
subset/MOD_w_rnd_graph_500_50_1.txt;500;62625;0.75;64;0.2;13.0;0.005;13.0;0.006;13.0;0.005;13.0;0.316;13.0;0.041;13.0;0.022;12.0;0.037;12.0;1.268;12.0;0.057;13.0;0.021;13.0;0.032;13.0;1.403;14.0;0.121;13.0;0.081;14.0;0.086;13.0;0.856
subset/MOD_w_rnd_graph_500_50_1.txt;500;62625;1.0;64;0.2;14.0;0.009;14.0;0.005;13.0;0.007;13.0;0.157;14.0;0.069;13.0;0.033;14.0;0.03;14.0;1.447;14.0;0.105;15.0;0.041;14.0;0.039;13.0;1.246;13.0;0.114;15.0;0.112;14.0;0.088;15.0;0.873
